id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
15420,Georgian Boutique Apt City Centre,60423,Charlotte,,"Old Town, Princes Street and Leith Street",55.95759,-3.18805,Entire home/apt,114,3,450,2022-11-29,3.10,1,187,73,
24288,"Cool central Loft, sleeps 4, 2 double bed+en-suite",46498,Gordon,,"Canongate, Southside and Dumbiedykes",55.94383,-3.18445,Entire home/apt,68,3,244,2022-11-21,1.64,1,52,16,
38628,Edinburgh Holiday Let,165635,Trish,,Joppa,55.94215,-3.0964,Entire home/apt,55,4,71,2022-10-29,0.69,2,83,14,
44009,A Warm Welcoming Home In the Charming Old Town :),192586,Puneet,,Marchmont West,55.938,-3.19468,Private room,45,2,58,2022-12-04,0.39,1,38,20,
391558,"City centre, lovely reviews, near tram & train.",1958301,Joanne,,"Old Town, Princes Street and Leith Street",55.9577,-3.18784,Entire home/apt,110,3,63,2022-11-28,0.50,1,174,21,
391610,"Quiet, elegant double with private shower & wc",1958560,Harriet,,Shandon,55.93106,-3.23188,Private room,48,3,502,2022-12-01,3.84,1,3,63,
404888,"Quirky, arty apartment in Abbeyhill",1699475,Fiona,,Abbeyhill,55.95426,-3.16724,Entire home/apt,100,3,25,2022-08-30,0.20,1,5,5,
405790,Writers View - Royal Mile near Castle,1947266,John,,"Old Town, Princes Street and Leith Street",55.95006,-3.19234,Entire home/apt,129,3,108,2022-10-23,0.90,1,65,6,
408831,Sunny Room in house with beautiful views,2035652,Liz,,Comiston and Swanston,55.90072,-3.22044,Private room,52,3,85,2022-09-09,0.68,2,38,9,
707097,Centre Royal Mile Apartment 3 bedrooms 2 bathrooms,3092851,Lynne,,"Old Town, Princes Street and Leith Street",55.9498,-3.18354,Entire home/apt,598,2,67,2022-09-22,0.55,8,210,7,
728199,"Private room in central, spacious and comfy flat",3776412,Tom,,Polwarth,55.93692,-3.22414,Private room,60,1,354,2022-12-04,2.86,1,195,52,
732008,51 18 Caledonian Crescent,3810279,Frederika And Agnes,,Dalry and Fountainbridge,55.94192,-3.21878,Entire home/apt,162,2,268,2022-12-04,2.27,2,159,51,
744710,Refurbished Flat in a Georgian Era Building in New Town,3737047,Gareth,,Deans Village,55.95324,-3.20368,Entire home/apt,138,2,210,2022-09-20,1.73,1,84,7,
748646,Great 3db Georgian apt in city cent,3930311,Adrian,,New Town East and Gayfield,55.95747,-3.18962,Entire home/apt,99,2,49,2022-10-31,0.48,1,0,13,
749042,Bright single room near Holyrood Park free parking,3935818,Relo,,Northfield and Piershill,55.95535,-3.14812,Private room,26,2,74,2022-09-23,0.63,1,0,7,
754100,Historic City Centre/Royal Mile. Free parking,3967512,Keith,,"Canongate, Southside and Dumbiedykes",55.95102,-3.1803,Entire home/apt,135,3,354,2022-12-08,3.05,4,268,73,
764949,R1) Twin Room- Shared Facilities,4032602,Kim,,Newington and Dalkeith Road,55.93301,-3.172,Private room,75,1,1,2019-12-08,0.03,7,0,0,
767532,"Jeffrey St (Flat 14), Royal Mile, Old Town",4048288,Martin,,"Old Town, Princes Street and Leith Street",55.95087,-3.18424,Entire home/apt,84,3,78,2020-08-24,0.66,15,0,0,
769648,"Rosslyn: Spacious, quiet, central",4048288,Martin,,Broughton South,55.96569,-3.18386,Entire home/apt,84,3,53,2020-10-05,0.45,15,0,0,
773926,The Corstorphine Residence No. 1,646220,Reserve,,Balgreen and Roseburn,55.9398,-3.26717,Entire home/apt,171,1,27,2022-11-28,0.30,48,61,16,
419487,Booklover's Bed With a View,2084557,Rachel,,"Old Town, Princes Street and Leith Street",55.95044,-3.19512,Entire home/apt,84,4,162,2022-12-12,1.56,1,86,31,
426766,Bright  Clean  Double Room  Ensuite,1961072,Javed,,Prestonfield,55.92897,-3.1552,Private room,85,1,125,2022-12-04,0.96,2,361,34,
426770,Bright & Clean Single Room /Central,1961072,Javed,,Prestonfield,55.92925,-3.15734,Private room,65,1,99,2022-12-11,0.77,2,361,36,
428822,Exclusive en-suite family room near City & airport,2131536,Carmela,,"Barnton, Cammo and Cramond South",55.96202,-3.3119,Private room,100,3,237,2020-01-02,3.05,1,0,0,
442465,One of the rooms in Zeb's flat,851172,Zeb David,,Easter Road and Hawkhill Avenue,55.96074,-3.17009,Private room,64,2,7,2022-09-10,0.06,8,20,1,
447206,Comfy Room behind Holyrood Palace,2220775,Eva,,Abbeyhill,55.95561,-3.16749,Private room,45,3,745,2022-12-07,5.76,4,159,64,
449083,Single Bedroom in Edinburgh,565761,Noël,,Abbeyhill,55.957,-3.16707,Private room,46,1,72,2022-12-11,1.36,1,1,6,
450745,Two bedroomed flat walking distance Royal Mile,2238338,Jen,,"Canongate, Southside and Dumbiedykes",55.943081,-3.178438,Entire home/apt,169,2,179,2022-11-27,2.59,1,196,39,
458510,Central Edinburgh 1 Bedroom Flat,2280137,Gill,,Deans Village,55.95296,-3.20537,Entire home/apt,104,4,252,2022-11-23,1.96,10,267,37,
480324,"Water of Leith View, Edinburgh",2378566,Heather,,North Leith and Newhaven,55.97637,-3.17675,Entire home/apt,137,3,72,2022-10-30,0.73,2,279,10,
481841,Castle View in stylish Stockbridge,1940604,James,,Stockbridge,55.95943,-3.21418,Entire home/apt,202,2,48,2022-12-04,0.42,1,150,18,
485856,Royal Mile Apt1- Historic Old Town Centre,2404912,Carol,,"Canongate, Southside and Dumbiedykes",55.95078,-3.183,Entire home/apt,113,2,451,2022-12-01,3.56,3,66,69,
497140,"Lovely Quiet Apartment in Gorgie, near City Centre",2452990,Barry,,Gorgie East,55.93864,-3.23089,Entire home/apt,75,5,62,2022-08-09,0.49,1,158,4,
790170,Waterfront Apartment Amazing Views,4155880,Don,,Western Harbour and Leith Docks,55.98613,-3.18804,Entire home/apt,250,3,94,2022-12-01,0.82,1,90,22,
821573,Royal Mile- lovely 1600's Close,372744,Richard,,"Canongate, Southside and Dumbiedykes",55.95343,-3.17467,Entire home/apt,114,2,48,2022-11-29,0.42,3,41,21,
822829,Fabulous City Center Apartment Edin,1521996,Armando,,"Old Town, Princes Street and Leith Street",55.9562,-3.19168,Entire home/apt,361,2,176,2022-11-27,1.48,3,66,23,
834777,2 bed / 2 bath central apartment - high spec,2765595,Morris,,Deans Village,55.95202,-3.20342,Entire home/apt,242,2,51,2022-12-05,0.48,3,278,23,
835396,Warrender Apartment Edinburgh,4368884,Peter,,Marchmont West,55.93634,-3.1984,Entire home/apt,140,2,242,2022-12-13,2.03,1,17,37,
838551,"Twin Room, Central Edinburgh B&B",3429247,Alison,,Marchmont East and Sciennes,55.93922,-3.19157,Private room,64,2,72,2020-03-09,0.71,2,106,0,
839192,Lovely Double/Twin in v. good area.,3196941,Shanna,,"Blackford, West Mains and Mayfield Road",55.92621,-3.17274,Private room,40,2,18,2018-04-03,0.16,4,0,0,
840090,COMFORTABLE CENTRAL artist flat.,4380081,Lulu,,"Old Town, Princes Street and Leith Street",55.94894,-3.18387,Entire home/apt,99,14,141,2022-11-01,1.16,1,323,3,
850755,The Hart Street Residence No. 1,646220,Reserve,,New Town East and Gayfield,55.95955,-3.18734,Entire home/apt,195,1,24,2022-12-02,0.22,48,89,10,
853803,New Town (not Leith) central flat  Leopold Place,4458217,Anne,,Hillside and Calton Hill,55.95807,-3.18317,Entire home/apt,105,4,19,2019-07-06,0.16,1,0,0,
860170,Classical Apartment on the Royal Mile,1366276,Calim,,"Old Town, Princes Street and Leith Street",55.94927,-3.19407,Entire home/apt,230,4,910,2022-12-13,7.67,2,217,86,
864416,Large room behind Holyrood Palace,2220775,Eva,,Abbeyhill,55.95392,-3.16883,Private room,45,3,487,2022-12-07,4.06,4,191,64,
868144,City centre grandeur,3540665,Abbey,,Canonmills and New Town North,55.95896,-3.19764,Entire home/apt,152,2,94,2020-09-15,0.81,2,3,0,
883026,Smart 3 bedroomed flat with parking,2280137,Gill,,New Town East and Gayfield,55.96003,-3.18708,Entire home/apt,174,4,307,2022-12-01,2.61,10,72,40,
886208,Super sunny flat near the sea,3300633,Sarah,,Portobello,55.95137,-3.11563,Entire home/apt,125,4,14,2022-07-11,0.16,2,20,2,
893085,The David Hume Residence (Edinburgh),646220,Reserve,,"Old Town, Princes Street and Leith Street",55.95007,-3.1927,Entire home/apt,211,1,15,2022-11-27,0.28,48,66,12,
500696,Castle view apartment in city centre | 1 bed,224444157,Sue And Grant,,Tollcross,55.94451,-3.2036,Entire home/apt,82,3,307,2022-12-07,2.39,27,70,61,
509191,The Treehouse Room incl. basic Breakfast,851172,Zeb David,,Easter Road and Hawkhill Avenue,55.961281,-3.171197,Private room,56,1,25,2022-11-26,0.20,8,180,12,
513895,5 * City Centre Main Door Flat with Patio& Parking,2531629,Karyn,,Deans Village,55.95005,-3.21074,Entire home/apt,168,2,122,2022-08-05,1.35,1,76,22,
516445,The Park -  Holyrood Road,1801836,Shahid,,"Canongate, Southside and Dumbiedykes",55.95101,-3.17653,Entire home/apt,213,2,186,2022-11-22,1.48,4,268,12,
520802,"Gorgeous Apartment with Stunning Views, Old Town",2562187,Marta,,Abbeyhill,55.95397,-3.16811,Entire home/apt,160,2,143,2022-12-11,1.13,1,116,75,
521385,Beautiful Grassmarket Apartment,2564448,Fiona,,"Old Town, Princes Street and Leith Street",55.94694,-3.19443,Entire home/apt,175,3,289,2022-11-25,2.26,2,181,33,
530628,Elegant Stylish Central 5 Bed TownHouse +fast wifi,2605039,John,,Deans Village,55.94924,-3.21623,Entire home/apt,172,1,200,2022-11-25,1.57,2,245,61,
531292,EDINBURGH ROYAL MILE APARTMENT,2609833,Allan,,"Old Town, Princes Street and Leith Street",55.95067,-3.18424,Entire home/apt,108,2,529,2022-12-04,4.29,1,100,59,
545821,Sunny room in Edinburgh+free parking+breakfast,2683229,Sue,,Baberton and Juniper Green,55.90962,-3.28787,Private room,49,2,363,2022-12-05,2.88,1,36,48,
551652,Edinburgh by the sea - Portobello,2710898,Danielle,,Portobello,55.95852,-3.12248,Entire home/apt,65,3,91,2022-10-24,0.72,2,6,9,
551686,Beautiful flat by sea - Portobello,2710898,Danielle,,Portobello,55.95851,-3.12354,Entire home/apt,49,2,79,2020-09-10,0.63,2,0,0,
562350,Walter Scott Suite Luxury apt stunning Castle view,2765595,Morris,,Deans Village,55.95246,-3.20368,Entire home/apt,206,3,51,2022-12-05,0.44,3,289,10,
568026,Immaculate Edinburgh 2 bedroom flat,2794963,Derek,,Polwarth,55.93792,-3.22166,Entire home/apt,55,3,353,2020-08-31,2.80,1,0,0,
573745,Beautiful Two bed Apartment in Leith with parking,2823210,Jessica,,South Leith,55.96673,-3.17416,Entire home/apt,125,2,250,2022-12-07,1.98,1,155,52,
579038,"Overlooking Leith-Links home of golf, free parking",2765595,Morris,,The Shore and Constitution Street,55.97177,-3.16851,Entire home/apt,293,3,20,2022-09-11,0.18,3,303,6,
591360,FUNKY 3BR apartment in quiet central neighbourhood,2918371,Rachel,,New Town East and Gayfield,55.9589,-3.18714,Entire home/apt,92,3,317,2022-12-03,2.55,1,16,33,
603443,"2 Bedroom 1 Bathroom Apartment, Royal Mile",2711564,Harvey,,"Old Town, Princes Street and Leith Street",55.95029,-3.18979,Entire home/apt,175,5,25,2022-11-29,0.43,11,225,23,
603446,"2 Bedroom 1 Bath Apartment, Lawnmarket, Royal Mile",2711564,Harvey,,"Old Town, Princes Street and Leith Street",55.95004653930664,-3.188728094100952,Entire home/apt,141,5,25,2022-12-12,0.20,11,353,19,
603501,"1 Bedroom Penthouse, Royal Mile Residence,",2711564,Harvey,,"Old Town, Princes Street and Leith Street",55.95004653930664,-3.188728094100952,Entire home/apt,135,5,18,2022-11-02,0.16,11,339,15,
603502,1 Bedroom 1 Bathroom ROYAL MILE RESIDENCE,2711564,Harvey,,"Old Town, Princes Street and Leith Street",55.95004653930664,-3.188728094100952,Entire home/apt,130,5,29,2022-12-01,0.60,11,326,27,
603674,"4 bedroom 4 Bathroom apt, Royal Mile for 20 guests",2711564,Harvey,,"Old Town, Princes Street and Leith Street",55.95017,-3.18902,Entire home/apt,507,3,59,2022-11-29,0.48,11,266,24,
603996,Ocean's 2 Bedroom Apartment,2989965,Ocean Serviced Apartments,,Western Harbour and Leith Docks,55.98616,-3.18849,Entire home/apt,279,2,102,2020-03-27,1.31,6,355,0,
607248,"VINTAGE apt,pvt GARDEN,wifiNEW TOWN",3008499,Rebecca,,Broughton South,55.96234,-3.1907,Entire home/apt,131,1,581,2022-12-11,4.61,67,325,72,
897444,Central Georgian house in Edinburgh,4788004,Carmen,,Abbeyhill,55.95633,-3.17089,Entire home/apt,265,2,81,2022-08-05,0.73,1,37,2,
904137,VERY central 1 bed apt for 4 - parking and PS2!,1942840,Yvonne,,Hillside and Calton Hill,55.9609,-3.17576,Entire home/apt,119,5,412,2022-11-20,3.47,3,133,6,
904992,The Lochend Park View Residence No. 1,646220,Reserve,,Meadowbank and Abbeyhill North,55.96024,-3.16119,Entire home/apt,122,1,9,2022-10-29,0.14,48,90,6,
931908,Unique Beautiful Bijou Annexe Flat,5021059,Kim,,Great Junction Street,55.97248,-3.17427,Entire home/apt,87,2,132,2022-08-15,1.11,3,46,14,
970323,Sandaig Guest House,5301341,Karen,,South Leith,55.96936,-3.16306,Private room,130,2,1,2019-01-27,0.02,3,0,0,
972639,Edinburgh Waterfront Apartment,5221777,Grant,,Granton West and Salvesen,55.97848,-3.25024,Entire home/apt,193,3,75,2022-12-09,0.66,2,348,18,
979098,Well Located 2 Bed Apartment,5358963,John Paul,,Hillside and Calton Hill,55.95793,-3.17269,Entire home/apt,119,3,73,2019-08-13,0.64,1,2,0,
984764,"The Royal Mile Apartment, Edinburgh",793141,Marion,,"Old Town, Princes Street and Leith Street",55.95164,-3.18216,Entire home/apt,184,2,229,2022-08-29,1.96,2,212,6,
987075,Stunning Entire 3-BR Hidden Gem in City Centre,3347799,Katie,,New Town West,55.95773,-3.19923,Entire home/apt,294,2,153,2022-12-07,1.29,24,66,56,
994272,Luxury Flat Overlooking Royal Park,2280137,Gill,,Abbeyhill,55.95499,-3.16413,Entire home/apt,500,4,66,2022-10-11,0.57,10,182,12,
996902,Lovely double bedroom near the sea,3300633,Sarah,,Portobello,55.95128,-3.11473,Private room,35,2,33,2022-12-12,0.33,2,127,3,
1006563,Huge central garden double room,62556108,Roberta,,Broughton South,55.96237,-3.19163,Private room,75,2,30,2022-11-21,0.26,1,337,17,
1012100,Grassmarket & Castle Views in Central Edinburgh,5568021,Susan & Amit,,"Old Town, Princes Street and Leith Street",55.94733,-3.19475,Entire home/apt,73,28,196,2022-09-29,1.67,1,40,10,
1021112,Great Little Flat Central Location,5619899,Charlotte,,Pilrig,55.96503,-3.17847,Entire home/apt,68,3,220,2022-06-04,1.86,1,9,8,
1037544,Penthouse room on the seafront in Edinburgh,5711578,Dan And Alex,,Granton and Royston Mains,55.98509,-3.22858,Private room,54,3,328,2022-12-13,2.81,2,154,47,
1054693,Victorian house for 6+ in Leith,5796755,Stephen,,Leith (Hermitage and Prospect Bank),55.9674,-3.16066,Entire home/apt,120,2,12,2018-08-28,0.11,1,130,0,
612137,Double bedroom in quiet flat close to city centre,2056916,Jennet,,Marchmont West,55.93627,-3.19568,Private room,65,1,356,2022-11-06,2.82,1,45,48,
613382,Room to let in comfortable flat,3042010,Richie,,Morningside,55.92622,-3.20788,Private room,41,1,180,2018-06-25,1.43,1,0,0,
615726,"Bright, spacious Victorian flat,",2717567,Carl,,Morningside,55.9255,-3.20878,Entire home/apt,164,2,69,2022-07-11,0.57,1,227,4,
619888,Grassmarket No1 with Amazing Views,3071816,Maureen,,"Old Town, Princes Street and Leith Street",55.94752,-3.197,Entire home/apt,139,3,363,2022-11-29,3.03,6,10,77,
1062976,Charming & central double bedroom,5850931,Amanda,,Stockbridge,55.96068,-3.20987,Private room,114,1,41,2022-10-28,0.36,2,165,10,
1063926,High St Flat - Amazing Views!,5856601,Jo,,"Old Town, Princes Street and Leith Street",55.95144,-3.19047,Entire home/apt,173,1,264,2022-11-27,2.59,2,314,48,
1064939,Central yet quiet with parking,3540665,Abbey,,"Canongate, Southside and Dumbiedykes",55.951126,-3.176156,Entire home/apt,151,3,307,2022-12-11,2.70,2,196,44,
1075867,"Festival city centre style, peace and comfort",5919312,Fran,,New Town West,55.95423,-3.2068,Private room,125,4,51,2022-08-31,0.44,1,0,3,
619889,"Grassmarket No.2 next to Castle, amazing views",3071816,Maureen,,"Old Town, Princes Street and Leith Street",55.94696,-3.19844,Entire home/apt,106,3,322,2022-11-27,2.75,6,60,52,
622500,"Luxury, City Centre, Free Parking & Wifi - J",173941,Neil,,Dalry and Fountainbridge,55.94386,-3.21854,Entire home/apt,180,2,114,2022-11-28,0.96,2,5,6,
622532,"Luxury, City Centre, Free Parking & Wifi - G",173941,Neil,,New Town East and Gayfield,55.96067,-3.18611,Entire home/apt,173,2,145,2022-11-26,1.18,2,49,4,
44552,Double room - spacious Leith flat,195950,Shaun,,South Leith,55.96612,-3.17184,Private room,43,2,252,2022-12-06,1.68,2,55,42,
622930,"CENTRAL, BEAUTIFUL, ARTISTS FLAT",3088607,Liam,,Meadows and Southside,55.94253,-3.18437,Entire home/apt,137,1,28,2022-08-15,0.24,2,203,5,
624492,"Fab Festival Flat,under the castle,",3098393,Lorraine,,"Old Town, Princes Street and Leith Street",55.94722,-3.1996,Entire home/apt,220,4,37,2021-08-29,0.29,2,61,0,
627527,Great Location - Dbl Room - Ensuite - Free Parking,3110470,Alan,,Broughton North and Powderhall,55.96706,-3.19422,Private room,56,2,361,2022-11-20,2.86,1,113,48,
1081177,Double room in Historic Georgian Home,5946677,Felicitas,,New Town West,55.95508,-3.20249,Private room,165,3,30,2022-10-09,0.26,2,335,12,
1095832,The Ramp House with hydrospa,2550832,Thea,,Joppa,55.9518,-3.10942,Entire home/apt,140,3,25,2019-07-26,0.22,1,0,0,
1102389,Spacious  3 bedroom flat walk to all attractions,6055151,Daniela,,Meadows and Southside,55.94103,-3.20287,Entire home/apt,126,1,16,2022-09-30,0.14,6,64,2,
1113934,"A sunny garden house, Edinburgh",4753573,Fiona,,Carrick Knowe,55.93951,-3.27635,Entire home/apt,95,5,123,2022-08-19,1.07,1,178,12,
1144993,"Picardy Place Apartment, Edinburgh.",6278119,Giovanna,,"Old Town, Princes Street and Leith Street",55.95627,-3.18481,Entire home/apt,226,2,121,2022-12-11,1.05,2,259,26,
1179472,Central Edinburgh Studio Flat,2280137,Gill,,New Town West,55.95395,-3.19944,Entire home/apt,92,3,258,2022-11-20,2.22,10,72,37,
639079,Smart Apartment by Edinburgh Castle,3149701,Eleanor,,"Old Town, Princes Street and Leith Street",55.94677,-3.19752,Entire home/apt,159,3,224,2022-12-04,1.78,2,56,19,
639942,Home from Home in Edinburgh,3195122,Tamsin,,Hillside and Calton Hill,55.95918,-3.17219,Entire home/apt,132,2,115,2022-11-27,0.93,1,171,7,
640398,Spacious Twin Room in v. good area.,3196941,Shanna,,"Blackford, West Mains and Mayfield Road",55.92795,-3.17312,Private room,46,2,96,2020-01-01,0.76,4,0,0,
641458,Ocean's Family Apartment,2989965,Ocean Serviced Apartments,,Western Harbour and Leith Docks,55.98616,-3.18849,Entire home/apt,346,2,144,2021-11-06,1.82,6,352,0,
1186205,"3 bedroom, central, sunny, great views perfect",6055151,Daniela,,Meadows and Southside,55.94173,-3.20074,Entire home/apt,145,1,176,2022-11-27,1.53,6,64,50,
51505,Superb City Centre Apartment,236828,Francois,,New Town West,55.9548,-3.19641,Entire home/apt,145,2,27,2022-11-21,0.18,15,2,18,
1197834,Twin room in Historic Georgian Home,5946677,Felicitas,,New Town West,55.95656,-3.20055,Private room,135,1,116,2022-12-04,1.06,2,335,43,
641460,Longstay Apartment · 2 Bedroom Apartment for 5,2989965,Ocean Serviced Apartments,,Western Harbour and Leith Docks,55.98616,-3.18849,Hotel room,300,4,82,2022-08-28,0.72,6,337,7,
641461,"Two Bedroom Apartment, sleeping up to 5 persons.",2989965,Ocean Serviced Apartments,,Western Harbour and Leith Docks,55.98616,-3.18849,Hotel room,250,4,124,2022-10-31,1.52,6,334,8,
54188,The Four Sisters Boatel,253850,Natalie,,Dalry and Fountainbridge,55.94217,-3.20863,Entire home/apt,264,1,43,2022-07-03,0.34,2,235,6,
642048,A charming Edinburgh colony home,3208179,Mary,,Stockbridge,55.96196,-3.20651,Private room,37,1,51,2018-08-23,0.40,3,76,0,
642252,A small room in a friendly house,3208179,Mary,,Stockbridge,55.96114,-3.20674,Private room,35,1,167,2022-07-24,1.34,3,96,9,
1202178,Great View flat in centre 3 bedroom flat,6055151,Daniela,,Meadows and Southside,55.94103,-3.20287,Entire home/apt,182,1,403,2022-10-18,3.54,6,64,33,
1218282,Central Edinburgh Double Sunny Room,6617731,Sarah,,Broughton South,55.96345,-3.17889,Private room,75,3,57,2022-10-03,0.50,1,67,6,
1226054,Central apartment with castle view,6687814,Charlotte,,"Old Town, Princes Street and Leith Street",55.94644,-3.19969,Entire home/apt,96,2,813,2022-12-09,7.01,2,50,104,
643693,Central Garden Flat + Car Parking,3149701,Eleanor,,Newington and Dalkeith Road,55.94272,-3.17773,Entire home/apt,156,3,123,2022-12-11,0.98,2,71,20,
55881,Lovely central apartment sleeps 6,264345,Susie,,Hillside and Calton Hill,55.95935,-3.17713,Entire home/apt,139,2,300,2022-08-27,2.11,1,1,36,
647326,"Superb, Luxurious Leith Flat",3245297,Geoff,,The Shore and Constitution Street,55.97492,-3.16259,Entire home/apt,120,2,19,2022-12-11,0.21,1,328,5,
651278,"Central 2 bed 2 bath with wifi, lift & parking",51094166,Shimon,,Meadowbank and Abbeyhill North,55.95781,-3.16068,Entire home/apt,117,3,239,2022-11-28,1.92,1,83,42,
659483,2 Bedroom Apt Cockburn St OLD TOWN,3327011,Kaddeer,,"Old Town, Princes Street and Leith Street",55.95047,-3.18902,Entire home/apt,152,2,130,2022-12-12,1.05,5,329,16,
662990,The Broughton Road Residence,646220,Reserve,,Broughton North and Powderhall,55.96274,-3.19538,Entire home/apt,114,1,16,2022-11-25,0.14,48,95,9,
663405,The Ardmillan Residence,646220,Reserve,,Polwarth,55.93668,-3.22555,Entire home/apt,177,1,9,2022-11-14,0.07,48,64,3,
1232851,"Central, Spacious, Accessible Apt, with parking.",6711320,Edele,,Broughton South,55.96285,-3.18715,Entire home/apt,200,2,95,2022-12-06,0.91,1,64,19,
1237714,carlton · CITY RETREAT EDINBURGH city centre,6748379,City Retreat,,Hillside and Calton Hill,55.95627,-3.17459,Entire home/apt,309,1,80,2022-11-20,0.74,8,343,7,
1263821,"Comfortable room, family home, own shower & toilet",6880928,Kathy,,Willowbrae and Duddingston Village,55.95264,-3.14846,Private room,54,2,45,2022-11-08,0.39,1,66,3,
1268676,A Room with a View! Modern Flat.,6905817,Fiona,,Blackhall,55.95743,-3.24437,Entire home/apt,90,2,74,2022-11-14,0.76,1,249,34,
1270267,Basement garden flat nr Leith shore,6913447,Julie,,North Leith and Newhaven,55.97533,-3.18155,Entire home/apt,119,3,3,2015-07-31,0.03,1,281,0,
675104,"Double Room, Central Edinburgh B&B",3429247,Alison,,Marchmont East and Sciennes,55.93723,-3.1898,Private room,71,3,23,2019-11-30,0.19,2,107,0,
702800,Courtyard setting near Airport-1,3608201,Vicky,,"Ratho, Ingliston and Gogar",55.91529,-3.34756,Entire home/apt,110,2,466,2022-12-01,4.00,3,6,58,
706832,"Central, elegant, bright loft with stunning views.",3632860,Sam,,Hillside and Calton Hill,55.95996,-3.17707,Entire home/apt,250,2,248,2022-12-04,2.16,1,204,47,
1329076,New Town 2bed in fantastic location,6200921,Eddie,,"Old Town, Princes Street and Leith Street",55.95722,-3.18732,Entire home/apt,149,2,216,2022-12-13,1.89,21,88,25,
1339376,Lovely central double room + bkfst,7263121,Cary,,Bruntsfield,55.939,-3.2093,Private room,113,2,368,2022-12-04,3.23,1,279,31,
1340104,3 double b/r to let Newington,7268167,John,,Meadows and Southside,55.94083,-3.18263,Entire home/apt,200,3,10,2018-08-06,0.09,3,46,0,
1278202,Bedroom Annexe with private parking,6909306,Liz,,Broughton South,55.96237,-3.18284,Entire home/apt,89,2,453,2022-12-16,3.96,1,32,48,
58682,Beautiful Apartment in Edinburgh,281109,Rona,,Comely Bank,55.95508,-3.21625,Entire home/apt,222,4,141,2022-11-06,1.25,3,119,18,
1345499,"Private room in city, nearby park and canal.",7205191,Leslie,,Polwarth,55.93876,-3.22369,Private room,40,2,323,2022-09-29,2.82,1,30,40,
1293370,Super King room in the heart of town,257536681,Marcus,,"Old Town, Princes Street and Leith Street",55.95456,-3.18601,Private room,61,1,957,2022-12-15,8.33,2,0,107,
74877,Stunning luxury 2 Bedroom Loft Apartment  Balcony,394949,Derek,,North Leith and Newhaven,55.97785,-3.17872,Entire home/apt,140,2,144,2022-11-20,1.08,1,187,28,
1293596,Cozy double room in the heart of Edinburgh,257536681,Marcus,,"Old Town, Princes Street and Leith Street",55.95448,-3.18603,Private room,56,1,944,2022-12-11,8.20,2,205,122,
1346640,Stunning New Town Apartment,7305970,Jennifer,,New Town West,55.95613,-3.19891,Entire home/apt,140,3,159,2022-12-11,1.40,1,319,30,
1295662,Room in house with beautiful views,2035652,Liz,,Comiston and Swanston,55.89934,-3.22004,Private room,50,2,31,2019-05-28,0.27,2,52,0,
85620,Rustic Urban Retreat in City View Flat,334208,Carrie,,Leith (Albert Street),55.96252,-3.17595,Entire home/apt,86,2,624,2022-12-12,4.47,1,102,95,
1313180,Stylish seaside flat,7136027,Jamie,,Portobello,55.95415,-3.11466,Entire home/apt,108,4,67,2022-11-23,0.69,1,307,16,
1358157,Double Room in Handy Location,4789262,Emmanuel,,Boswall and Pilton,55.97186,-3.23179,Private room,30,3,75,2022-08-31,0.66,1,10,1,
1360543,Lovely Room Magnificent Townhouse,7385507,Jim,,Deans Village,55.94985,-3.21821,Private room,100,90,18,2018-01-03,0.16,1,258,0,
1369628,3 b/r flat to let in Newington (MS),7268167,John,,Meadows and Southside,55.9431,-3.17991,Entire home/apt,180,3,10,2018-08-27,0.10,3,99,0,
1382020,Cosy & Quiet City Centre Apartment by Calton Hill,7483064,Rosanna,,Hillside and Calton Hill,55.95709,-3.1754,Entire home/apt,107,3,117,2022-11-30,1.03,1,19,14,
1382074,Heart of old town - entire flat,7483767,Sam,,"Old Town, Princes Street and Leith Street",55.95127,-3.19113,Entire home/apt,97,2,204,2022-12-01,1.79,3,78,53,
93904,Central Ensuite Room +Hot Breakfast,502783,Brett,,Deans Village,55.94571,-3.2189,Private room,75,1,578,2022-12-09,4.10,1,61,72,
1429868,"Ideal House, Leith, Edinburgh",6207176,Janice,,The Shore and Constitution Street,55.97485,-3.16822,Entire home/apt,467,2,208,2022-12-04,1.83,1,292,35,
1443526,Botanic Gardens double bed en suite,7751141,Gina,,"Inverleith, Goldenacre and Warriston",55.96547,-3.2023,Private room,65,1,106,2022-10-30,0.93,1,307,10,
1448024,"Chessels Court, The Royal Mile, Edinburgh",7772223,Oliver,,"Old Town, Princes Street and Leith Street",55.95029,-3.18295,Entire home/apt,169,2,118,2022-12-11,1.03,2,15,36,
1316783,Stylish Elegant Central 5 Bed Townhouse fast wifi,2605039,John,,Deans Village,55.95108,-3.21628,Entire home/apt,153,1,173,2022-10-05,1.52,2,244,9,
2124038,"Prvt Showerm/WC, large Double Bedrm",10832305,Ishbel,,Tollcross,55.94236,-3.20784,Private room,58,2,76,2022-08-28,0.71,1,93,6,
2128930,central room,10861481,Fergus,,"Old Town, Princes Street and Leith Street",55.94948,-3.18273,Private room,50,2,184,2022-08-30,1.69,1,8,2,
2129337,"Charming room in Stockbridge, close to city center",5008572,Abi,,Stockbridge,55.95871,-3.21717,Private room,94,2,99,2022-10-17,0.91,1,0,10,
