id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
17543210,Guests suit in Town,118866298,Rose,,South Leith,55.96514,-3.16904,Entire home/apt,45,30,26,2018-08-23,0.39,2,0,0,
17550498,MOROCCAN ROOM · TWIN ROOM ENSUITE,6748379,City Retreat,,Hillside and Calton Hill,55.95665,-3.17374,Private room,136,1,112,2022-11-18,1.62,8,3,7,
17550951,"Lovely house, main door,parking,excellent location",120186,Laura,,North Leith and Newhaven,55.97765,-3.18373,Entire home/apt,67,2,328,2022-12-06,4.74,2,315,50,
18264031,The Royal Mile Residence,646220,Reserve,,"Old Town, Princes Street and Leith Street",55.95105,-3.18735,Entire home/apt,112,1,23,2022-11-20,0.64,48,91,22,
18264171,Lovely central double bedroom with full en suite,126247230,Mary,,The Grange,55.93544,-3.17657,Private room,60,2,143,2022-11-28,2.09,2,271,67,
18265186,Comfortable & central double room with en suite,126247230,Mary,,The Grange,55.9353,-3.17796,Private room,50,2,272,2022-12-11,3.96,2,235,77,
18266907,"Lovely converted whisky bond apartment, Edinburgh",14943395,Ursula,,Western Harbour and Leith Docks,55.97835,-3.17404,Entire home/apt,53,2,241,2022-11-20,3.59,1,225,49,
18271796,"Traditional apartment at the Shore, Leith",43796163,Adam,,Great Junction Street,55.97467,-3.17339,Entire home/apt,62,4,23,2021-08-22,0.34,1,0,0,
18281945,The Cowgatehead Residence,646220,Reserve,,"Old Town, Princes Street and Leith Street",55.94725,-3.19258,Entire home/apt,112,1,12,2022-12-02,0.20,48,82,10,
18282571,"Stunning Mews apartment, Stockbridge",31022322,Sarah,,Comely Bank,55.95706,-3.21627,Entire home/apt,159,3,68,2022-12-05,1.00,1,318,14,
18283402,The St Mary's Street Residence,646220,Reserve,,"Old Town, Princes Street and Leith Street",55.94893,-3.18462,Entire home/apt,111,1,9,2022-11-09,0.15,48,95,5,
18284433,Charming Central New Town Apartment,126429346,Alan,,Canonmills and New Town North,55.95996,-3.20282,Entire home/apt,85,3,103,2022-10-28,1.50,1,5,11,
18298032,Central House with garden close to Botanics,126554740,Annette,,"Inverleith, Goldenacre and Warriston",55.96726,-3.20394,Entire home/apt,175,2,2,2017-06-11,0.03,1,99,0,
18324155,Room in Edinburgh Apartment,3900551,Ricky,,Great Junction Street,55.96995,-3.17278,Private room,52,2,280,2022-12-02,4.09,1,326,59,
18326813,Cosy and comfortable one bed flat,126788179,Amy,,Easter Road and Hawkhill Avenue,55.96062,-3.16986,Entire home/apt,109,3,90,2022-11-28,1.33,1,7,11,
18353030,Great location large bedroom with ensuite,122726044,Moriah,,Merchiston and Greenhill,55.9336,-3.21795,Private room,75,2,6,2018-08-19,0.09,2,0,0,
18387015,City Centre Spacious 2 bed Flat .,91433403,Caroline,,Hillside and Calton Hill,55.95926,-3.17682,Entire home/apt,120,2,20,2022-08-21,0.36,1,2,10,
18393194,Homely Apartment near Leith Walk,126219993,Robert,,Broughton South,55.96263,-3.1853,Entire home/apt,236,3,208,2022-12-04,3.03,1,247,28,
18401276,Your Home in Edinburgh,2958278,Annabel,,Stockbridge,55.95842,-3.21688,Entire home/apt,134,2,140,2022-11-15,2.14,1,49,26,
18422556,✷Edinburgh Victorian Apartment✷3 bed✷Very Central✷,14280531,David,,Tollcross,55.94605,-3.21079,Entire home/apt,89,2,172,2022-11-28,2.52,2,199,36,
18431007,Sunny Flat w/Parking Near Royal Botanic Garden,46917164,Will,,Broughton North and Powderhall,55.96335,-3.19964,Entire home/apt,88,2,47,2021-04-22,0.72,1,0,0,
18435561,"Entire Flat, Edinburgh, Constitution Street.",127785956,Tom,,The Shore and Constitution Street,55.97416,-3.1692,Entire home/apt,240,3,1,2022-06-03,0.15,1,180,1,
18443451,"Beautiful one bed, 1-minute from Edinburgh Castle",66538468,David And Amy,,"Old Town, Princes Street and Leith Street",55.94818,-3.19384,Entire home/apt,129,2,219,2022-12-10,3.21,1,86,78,
18445240,Balgreen Flat  on the Tramline,127864664,Craig,,Stenhouse and Saughton Mains,55.93767,-3.25052,Entire home/apt,43,3,89,2022-12-11,1.59,1,64,21,
18458653,Room in beautiful Victorian House,44689805,Louise,,"Blackford, West Mains and Mayfield Road",55.92844,-3.16925,Private room,35,3,124,2022-12-11,1.81,4,64,34,
18465647,Charming duplex apartment,97355639,Serge,,Polwarth,55.93938,-3.22581,Entire home/apt,154,1,121,2022-10-30,1.79,1,53,17,
18467350,Stylish Apartment Nestled at the Foot of the Royal Mile,40007944,Samantha,,"Canongate, Southside and Dumbiedykes",55.95062,-3.17703,Entire home/apt,280,2,105,2022-10-08,1.56,1,266,11,
18473197,"Edinburgh: Luxury Victorian Mansion, near centre",128124695,Nina,,The Inch,55.91862,-3.15113,Entire home/apt,121,2,158,2022-11-06,2.38,1,326,17,
18473355,Nice House on Fringes of the Pentland Hills.,128127957,Solomon,,Clovenstone and Wester Hailes,55.91152,-3.27698,Private room,28,3,26,2020-01-02,0.38,1,0,0,
18481140,Spacious room in beautiful Victorian house,44689805,Louise,,"Blackford, West Mains and Mayfield Road",55.92844,-3.16925,Private room,80,2,51,2022-08-21,0.75,4,225,10,
18484036,Walking Distance to all attractions spacious Flat,3071816,Maureen,,Tollcross,55.94545,-3.20576,Entire home/apt,107,3,70,2022-10-23,1.02,6,77,16,
18487904,Quite Bright Central Apartment,66780630,Central,,Bruntsfield,55.93819,-3.21455,Entire home/apt,71,2,22,2018-11-18,0.32,2,0,0,
18513314,"Walk to all attractions, central, spacious flat.",3071816,Maureen,,Tollcross,55.9463,-3.20606,Entire home/apt,148,2,91,2022-11-27,1.35,6,30,42,
18513392,Big Room in Central Edinburgh Flat,8579520,Albert,,"Old Town, Princes Street and Leith Street",55.95303,-3.199,Private room,81,2,153,2022-12-04,2.25,2,306,56,
18521693,Beautiful 2 Bed Flat in Grand Home with Garden,128368641,Jeremy,,"Inverleith, Goldenacre and Warriston",55.96923,-3.20796,Entire home/apt,137,2,158,2022-12-11,2.32,1,159,41,
18524831,"Heart of Old Town, Off Royal Mile Apartment",128591402,Daria,,"Old Town, Princes Street and Leith Street",55.9503,-3.18944,Entire home/apt,65,2,66,2020-09-27,0.97,2,0,0,
18543877,Stylish Georgian flat in New Town - Sleeps 4,76180596,Greg,,Canonmills and New Town North,55.96165,-3.19829,Entire home/apt,90,2,185,2022-12-13,3.22,1,350,36,
18546303,"Quite two bed garden flat, great location",44290523,Zoe,,Broughton North and Powderhall,55.965,-3.19255,Entire home/apt,289,4,3,2022-09-04,0.74,1,8,3,
18551742,Spacious two bed apartment -  parking & gym inc,16543969,Garry,,Broughton South,55.96782,-3.18661,Entire home/apt,153,1,493,2022-12-09,7.22,10,29,80,
18589242,Clean and Tidy Private Double Bedroom,128628699,Arun,,Willowbrae and Duddingston Village,55.9465,-3.14201,Private room,650,1,6,2017-08-07,0.09,1,90,0,
18595978,Stylish & Spacious Victorian 2 bedroom  apartment,125638407,Rosy,,Bruntsfield,55.93739,-3.20957,Entire home/apt,76,2,242,2022-11-25,3.55,1,58,33,
18603138,Delightful Edinburgh house with fabulous garden,129196815,Diane,,Cramond,55.969,-3.30547,Entire home/apt,440,4,27,2022-08-12,0.41,1,16,1,
18605510,"Bright, Quiet Apartment, Short Trip to City Centre",103225817,Heather,,Mortonhall and Anwickhill,55.90084,-3.16506,Entire home/apt,120,1,17,2022-10-26,0.26,1,0,1,
18609453,Small comfortable bedroom - Ideal for Long Stays,101731795,Mike,,"Blackford, West Mains and Mayfield Road",55.92949,-3.16859,Private room,28,5,375,2022-12-11,5.64,7,8,33,
18612868,Spacious bedroom in the heart of Leith,101492920,Alla,,Great Junction Street,55.97227,-3.17509,Private room,50,2,10,2022-08-30,0.15,1,113,4,
18613401,"Lovely, sunny flat very close to city centre",71694286,Jackie,,Hillside and Calton Hill,55.95972,-3.16942,Entire home/apt,46,2,200,2021-08-11,2.93,2,20,0,
18614667,Central double/private bathroom/self check-in,4762148,Magdalena,,Broughton South,55.96539,-3.1859,Private room,88,2,119,2022-12-05,1.77,1,27,12,
18623625,Cosy room in city centre location,26865852,Rebecca,,Deans Village,55.94512,-3.23304,Private room,80,2,5,2019-01-02,0.08,1,0,0,
18627028,Double room| Female ONLY | Parking| Beach|Cat,118067265,Asmaa,,Northfield and Piershill,55.94936,-3.13375,Private room,41,4,116,2022-11-30,1.72,1,126,10,
18628259,Bell Tent for up to 6 people,27210189,Edinburgh Festival Camping,,"Ratho, Ingliston and Gogar",55.94149,-3.37776,Private room,80,1,5,2021-08-29,0.08,3,0,0,
18632011,"Perfect central stay, old Town 1 bed Apartm.",67863557,Inger Lise,,"Old Town, Princes Street and Leith Street",55.95052,-3.18622,Entire home/apt,113,3,98,2022-11-26,2.16,7,84,45,
18636570,Amazing Craigentinny apartment!,35057562,Arnold,,Restalrig (Loganlea) and Craigentinny West,55.95812,-3.14506,Entire home/apt,50,2,128,2020-10-30,1.88,1,0,0,
18665817,Charming Historic Mews House in the West End,96914977,Chris,,Deans Village,55.94997,-3.22,Entire home/apt,95,2,298,2022-12-11,4.38,2,35,62,
18669680,"Spacious, sunny, quiet double room with desk area.",36124186,Andy,,"Blackford, West Mains and Mayfield Road",55.92443,-3.17814,Private room,36,3,14,2022-08-30,0.22,1,0,13,
18696515,Family Home In A beautiful Location: Free Parking,129978435,Nick & Adele,,Merchiston and Greenhill,55.93007,-3.21424,Entire home/apt,110,1,52,2020-08-14,0.77,1,0,0,
18718644,Edinburgh Central Apartment Sleeps 6  Free Parking,45439290,Quirky,,South Leith,55.96555,-3.16968,Entire home/apt,122,2,128,2022-11-14,1.89,2,248,34,
18728640,Stunning duplex in prime city centre New Town area,40820544,Clyde,,Deans Village,55.95331,-3.20273,Entire home/apt,235,2,25,2019-08-27,0.37,2,0,0,
18751079,Cosy home near portobello beach,130451062,Zoe,,"Jewel, Brunstane and Newcraighall",55.94093,-3.09737,Entire home/apt,100,1,43,2022-11-27,0.63,1,25,23,
18753957,Double bedroom in Edinburgh's New Town,13722452,Rocío,,Bonnington,55.97112,-3.18486,Private room,60,2,56,2022-11-29,0.83,1,165,19,
18779160,Beautiful Botanic Apartment in great location,69212870,Claudia,,"Inverleith, Goldenacre and Warriston",55.96869,-3.21142,Entire home/apt,267,3,85,2022-11-27,1.30,1,290,20,
18787480,"Bright, Modern Apartment - Royal Mile!",9717561,Anne,,"Old Town, Princes Street and Leith Street",55.95022,-3.18857,Entire home/apt,150,2,184,2022-11-21,2.76,2,315,46,
18803205,Large private room near Meadows,9355946,Annabel,,Marchmont East and Sciennes,55.93945,-3.18668,Private room,36,2,146,2022-11-28,2.28,1,266,29,
18803583,Gorgeous flat  walkable to Edinburgh city centre,30054117,Surabhi,,Broughton South,55.96355,-3.1812,Entire home/apt,65,2,10,2021-09-19,0.60,1,0,0,
18816350,Holyrood Park |  2 bed + sofabed | Carparking,63855917,Jason,,"Canongate, Southside and Dumbiedykes",55.95159,-3.17707,Entire home/apt,208,3,47,2022-11-21,0.70,8,44,11,
18816630,Bright and Stylish Apartment - Old Town!,9717561,Anne,,"Old Town, Princes Street and Leith Street",55.94902,-3.19319,Entire home/apt,140,2,156,2022-11-22,2.32,2,241,45,
18817501,The Cottage in the Sky,50069389,Will,,"Old Town, Princes Street and Leith Street",55.95025,-3.18901,Entire home/apt,69,2,201,2022-10-03,2.98,1,17,39,
18836551,Sleepy hollow in the city centre,131182408,Lenny Rab,,Stockbridge,55.95636276578023,-3.2155623356214247,Private room,200,3,1,2022-07-17,0.20,1,365,1,
18838852,BRIGHT & QUIET COSY TENEMENT FLAT IN GREAT AREA,131201733,Michael And Martine,,Merchiston and Greenhill,55.93029,-3.21182,Entire home/apt,139,2,101,2022-11-07,1.49,1,110,19,
18862208,The Victorian Townhouse @ Stockbridge with parking,20923270,Siobhan,,Comely Bank,55.95618,-3.21956,Entire home/apt,858,1,10,2022-12-04,0.17,12,268,3,
18866150,"Calm Basement/Garden Flat, Stockbridge, Edinburgh",62894258,Joanna,,Stockbridge,55.96019,-3.20667,Entire home/apt,65,1,246,2022-12-02,3.69,1,10,83,
18184398,"Stylish Two Bed, Bruntsfield Apartment, Edinburgh",7770499,Nat,,Bruntsfield,55.93724,-3.21072,Entire home/apt,155,2,46,2022-09-05,0.69,1,14,2,
18192035,ULTRA CLEANED Safe & Secure Lovely Apartment,1730440,Sam,,Meadows and Southside,55.94169,-3.18373,Entire home/apt,107,3,31,2022-07-02,0.47,1,0,6,
18196426,Dicksonfield Apartment - central & quiet location,22597535,Host-Ed,,Broughton South,55.96229,-3.18042,Entire home/apt,150,3,28,2022-11-26,0.41,29,2,7,
18209157,Bright Royal Mile Apartment,56445538,Karen,,"Old Town, Princes Street and Leith Street",55.95007,-3.18242,Entire home/apt,117,2,207,2022-12-04,3.04,1,250,35,
18221071,Beautiful Traditional Edinburgh Home - 3 Bedrooms,47562784,Chris,,Polwarth,55.93795,-3.21879,Entire home/apt,97,2,51,2022-12-07,0.93,1,327,17,
18232660,Luxury room en-suite shower & private parking,24217323,Anouk,,"Blackford, West Mains and Mayfield Road",55.92515,-3.16667,Private room,130,3,71,2022-01-04,1.04,4,298,2,
18233900,The Hart Street Residence No.2,646220,Reserve,,New Town East and Gayfield,55.95891,-3.187,Entire home/apt,191,1,21,2022-12-02,0.31,48,59,9,
18234517,The Webstersland Residence,646220,Reserve,,"Old Town, Princes Street and Leith Street",55.94718,-3.19973,Entire home/apt,151,1,7,2022-11-10,0.12,48,93,4,
18248021,Stunning New Town Georgian Flat City Centre Views,40820544,Clyde,,New Town West,55.95445,-3.20313,Entire home/apt,195,2,26,2022-08-29,0.40,2,0,16,
18252499,Stockbridge Retreat w/ Balcony Close to the River,13135752,Pier Luigi,,Stockbridge,55.95958,-3.21004,Entire home/apt,185,3,168,2022-11-28,2.46,13,74,28,
18254906,"Georgian Apartment in Carlton St, Stockbridge.",126163771,Yvonne,,Stockbridge,55.95643,-3.21204,Entire home/apt,129,3,111,2022-09-06,1.67,1,25,9,
18872762,"Central, charming quiet double room with en-suite",131494212,Joyce,,Dalry and Fountainbridge,55.94291,-3.21261,Private room,65,2,326,2022-12-02,4.82,1,126,64,
18882037,1 double bed room near airport 35 bus,53736254,Dan,,The Calders,55.91951,-3.29619,Private room,999,599,2,2017-06-01,0.03,5,365,0,
18883501,AdeleneHo3. Coombed ceiling.,104167055,Eliza,,Northfield and Piershill,55.95593,-3.14101,Private room,19,28,1,2017-06-01,0.01,1,0,0,
18905918,The Holyrood Road Residence,646220,Reserve,,"Canongate, Southside and Dumbiedykes",55.9523,-3.17755,Entire home/apt,167,1,38,2022-11-27,0.63,48,72,17,
18908048,"Bright, modern Edinburgh apartment free parking",131771599,Heather,,Great Junction Street,55.97051,-3.17478,Entire home/apt,80,4,188,2022-11-28,2.78,1,13,18,
18908686,Self-contained ground floor guest suite w/parking,131775662,Marilyn,,"Jewel, Brunstane and Newcraighall",55.94088,-3.09724,Entire home/apt,38,2,138,2021-08-29,2.05,1,0,0,
18924230,The Lauderdale Street Residence (Edinburgh),646220,Reserve,,Marchmont West,55.9358,-3.1978,Entire home/apt,148,1,19,2022-12-01,0.28,48,67,12,
18924657,4  bedroom Townhouse with balcony. 3 bathrooms,131907591,Steve,,"Old Town, Princes Street and Leith Street",55.956,-3.19037,Entire home/apt,550,2,72,2022-12-11,1.11,3,310,32,
18931536,Comfortable double room in Trinity.,131888063,Catherine,,Trinity,55.97259,-3.2099,Private room,45,2,31,2022-12-06,0.46,1,278,25,
18932466,"Private double room, great location & free parking",55108684,Kevin,,Easter Road and Hawkhill Avenue,55.96039,-3.17108,Private room,47,2,35,2022-09-26,0.54,1,167,5,
18938194,Spacious and Bright House + Private Parking,1267171,Aaron,,"Blackford, West Mains and Mayfield Road",55.92826,-3.16887,Entire home/apt,441,1,1,2018-01-01,0.02,3,136,0,
18938388,Lovely little west of Edinburgh flat.,132023753,Lynsey,,East Craigs South,55.94932,-3.30362,Entire home/apt,85,3,17,2022-08-29,0.26,1,15,8,
18946618,Flat near Holyrood,92175092,Lien,,Abbeyhill,55.95576,-3.16714,Entire home/apt,138,2,323,2022-11-20,4.90,2,218,67,
18953827,Spacious Flat Close to City Centre,132154817,Michel,,Willowbrae and Duddingston Village,55.95601,-3.15021,Entire home/apt,60,4,9,2019-09-08,0.14,1,0,0,
18957225,The perfect haven on Rose Street,15733681,Rachel,,Deans Village,55.95133,-3.20585,Entire home/apt,106,3,226,2022-12-02,3.44,1,24,62,
18960230,"Huge, central, comfortable, family townhouse",117156610,Jenny,,Hillside and Calton Hill,55.95757,-3.179,Entire home/apt,700,3,16,2022-08-31,0.97,1,12,10,
18989795,Rooms in beautiful city centre home,132465846,Katie,,Bruntsfield,55.94139,-3.20571,Private room,206,3,2,2022-08-09,0.04,1,0,1,
18992223,Peaceful  place to stay in Edinburgh,4750242,Mandy,,Liberton East,55.90984,-3.14899,Private room,44,2,110,2022-12-11,1.68,1,48,36,
18996540,Cheerful well-located 3BR apartment free Parking,79455326,Tanya,,Shandon,55.93571,-3.22414,Entire home/apt,243,3,9,2021-08-13,0.13,2,0,0,
19003438,"Newly refurbished flat @Royal Mile, free parking",98973047,Emma,,"Old Town, Princes Street and Leith Street",55.95023,-3.1836,Entire home/apt,141,2,465,2022-12-02,6.90,1,161,103,
19016831,Stunning City Centre Apt - FREE  Parking,132685765,Tom,,New Town East and Gayfield,55.95764,-3.19368,Entire home/apt,128,2,180,2022-12-04,2.70,1,8,51,
19017506,Central Edinburgh Apartment in Georgian New Town,132690698,Charisse,,Hillside and Calton Hill,55.95664,-3.17671,Entire home/apt,114,3,205,2020-09-19,3.07,1,0,0,
19030214,Beautiful Studio on George Street - Eden Locke,241635233,Eden,,Deans Village,55.95232,-3.20537,Hotel room,152,1,42,2022-09-17,0.69,7,353,3,
19030995,Superior Studio on George Street - Eden Locke,241635233,Eden,,Deans Village,55.95232,-3.20537,Hotel room,192,1,2,2019-05-24,0.03,7,359,0,
19045111,City Centre flat. Single occupancy. Female only,35537605,Claire,,Deans Village,55.94887,-3.21663,Private room,75,2,73,2022-11-13,1.09,2,48,40,
19045666,"Charming bedroom, own bathroom. Central location.",132921668,DeLuxeLets,,Broughton South,55.9648,-3.18141,Private room,46,2,161,2022-08-28,2.41,6,0,28,
19048613,Lovely large room with en-suite near City Centre,132921668,DeLuxeLets,,Pilrig,55.96688,-3.18021,Private room,56,2,177,2022-08-28,2.65,6,0,21,
19049384,Cosy/Comfy small room - Ideal for Longer Stays,101731795,Mike,,"Blackford, West Mains and Mayfield Road",55.92866,-3.16954,Private room,27,5,351,2022-12-09,5.32,7,12,31,
19049595,Lovely room with en-suite close to City Centre,132921668,DeLuxeLets,,Pilrig,55.96552,-3.18161,Private room,51,2,130,2022-08-21,1.95,6,0,23,
19050068,Bright Double Bed Room with Views of the City,132660663,Alana,,Bruntsfield,55.93664,-3.21053,Private room,45,1,439,2022-12-08,6.56,1,66,108,
19050222,"Spacious room, private bathroom. Central location.",132921668,DeLuxeLets,,Broughton South,55.96622,-3.18177,Private room,46,2,181,2022-08-25,2.71,6,0,25,
19065038,"Tranquil apartment, minutes from Edinburgh's beach",29862077,Marianne,,Portobello,55.95373,-3.11156,Entire home/apt,104,5,33,2022-11-25,0.50,1,29,4,
19065185,"ALTIDO Bold&spacious 1bed home, near Haymarket train station",111408683,Greg And Jo,,Dalry and Fountainbridge,55.946,-3.21386,Entire home/apt,99,2,205,2022-11-06,3.07,7,237,21,
19066534,"Spacious 2BR Apt, moments from West End",111408683,Greg And Jo,,Tollcross,55.94637,-3.21325,Entire home/apt,112,2,151,2022-11-27,2.27,7,240,21,
19068741,Charming room in bright and spacious flat in Leith,57008568,Lauren,,South Leith,55.96798,-3.17379,Private room,70,3,22,2019-08-27,0.34,1,74,0,
19069233,City centre first floor flat. Southside.,69642555,Grant,,"Canongate, Southside and Dumbiedykes",55.94423,-3.18381,Entire home/apt,76,7,145,2022-12-09,2.19,1,27,28,
19084176,"Cosy, quiet cottage style flat",19172592,Fiona,,Liberton West and Braid Hills,55.91869,-3.16984,Entire home/apt,137,2,33,2022-10-01,0.50,1,3,9,
19087655,"4 bedrooms w/private bathrooms, central location",132921668,DeLuxeLets,,Pilrig,55.96715,-3.18155,Private room,236,5,1,2017-08-13,0.02,6,0,0,
19091388,Spacious + Modern 2Bed Royal Mile Apartment,45531153,Caroline,,"Canongate, Southside and Dumbiedykes",55.95178,-3.17866,Entire home/apt,104,2,293,2022-12-09,4.48,3,147,37,
19095863,Quiet HOME in HEART of Edinburgh,90291167,Marta,,Abbeyhill,55.95396,-3.16951,Entire home/apt,96,2,317,2022-12-02,4.80,6,120,71,
19097219,"Cosy Entire Flat by The Shore, 10min from Centre",43279200,Philip,,The Shore and Constitution Street,55.97538,-3.17357,Entire home/apt,79,3,264,2020-03-23,3.93,2,0,0,
19106968,Central Studio flat with view to the Castle,133497716,Maria,,Tollcross,55.9455,-3.20071,Entire home/apt,63,3,199,2020-09-07,3.01,1,0,0,
19117212,Bright & Modern Flat - FREE PARKING,277026844,Paulina,,Craiglockhart,55.92953,-3.23647,Entire home/apt,120,2,64,2022-12-05,0.96,1,42,44,
19126582,Central Location: Spacious Private Room,133257634,Abejide,,Gilmerton South and the Murrays,55.89959,-3.14576,Private room,51,1,17,2022-10-17,0.25,1,364,10,
19126815,The Lochend Park View Residence No.3,646220,Reserve,,Meadowbank and Abbeyhill North,55.9589,-3.16339,Entire home/apt,162,1,6,2022-11-21,0.10,48,102,2,
19128689,Beautiful Victorian Double-Room,133691142,Liz,,Meadows and Southside,55.94149,-3.20311,Private room,70,2,149,2022-12-05,2.28,1,255,44,
19149474,Private Suite Room in New Town (City Centre),132906405,Julia,,New Town East and Gayfield,55.95922,-3.18707,Private room,50,2,266,2022-11-28,3.97,1,67,78,
19169276,Double room in a new fresh and clean central flat,66019497,Rocco,,Meadowbank and Abbeyhill North,55.96055,-3.16347,Private room,97,2,12,2022-08-23,0.20,1,0,5,
19170073,Large Double Room and small single room,134061970,Herbert,,Colinton and Kingsknowe,55.90482,-3.23184,Private room,44,2,33,2022-08-29,0.51,1,0,7,
19189379,Edina place -Lovely central one bedroom apartment,23581354,Natalia & James,,Hillside and Calton Hill,55.95955,-3.16916,Entire home/apt,62,3,223,2022-12-01,3.34,4,54,36,
19189874,BEAUTIFUL STUDIO APARTMENT IN TRENDY STOCKBRIDGE,79518908,Simon,,Stockbridge,55.95993,-3.2102,Entire home/apt,67,2,332,2022-12-11,5.10,2,184,75,
19199129,Entire one bedroom flat on ground floor,27393198,Gill,,Polwarth,55.93809,-3.219,Entire home/apt,140,4,42,2022-08-27,0.64,1,0,3,
19219478,Two Bedroom flat by Royal Mile!,134091148,Peter,,"Old Town, Princes Street and Leith Street",55.94834,-3.18804,Entire home/apt,105,2,90,2021-09-08,1.35,1,0,0,
19220461,New Town double room with own bathroom and garden,134530303,Pete & Laura,,New Town East and Gayfield,55.95716,-3.19013,Private room,64,2,154,2022-12-02,2.36,1,88,45,
19221432,Amazing One Bedroom New Town Flat,134060883,Jeanette,,New Town West,55.95785,-3.20519,Entire home/apt,93,2,94,2020-10-01,1.41,1,0,0,
18867879,Warm & Central King Room w/ Free Parking,20175536,Rich,,Hillside and Calton Hill,55.9604,-3.17605,Private room,102,2,107,2022-12-06,1.58,1,75,33,
19301308,Charming retreat in the shadow of Edinburgh Castle,57495786,Luke & Jolita,,"Old Town, Princes Street and Leith Street",55.94661,-3.19937,Entire home/apt,132,3,249,2022-11-24,3.72,2,30,65,
19310223,Sea View Room,2546393,Agnes,,Portobello,55.95372,-3.11728,Private room,33,1,308,2022-12-01,4.65,1,68,33,
19319032,Comfortable double bedroom beside Holyrood Park,37607358,John,,Meadowbank and Abbeyhill North,55.95579,-3.16112,Private room,56,2,68,2022-09-04,1.04,1,10,24,
19321906,Central Room in Penthouse near Haymarket,3200264,Dana,,Gorgie West,55.9371,-3.24247,Private room,57,5,25,2022-09-10,0.38,3,129,3,
19325841,"Stylish, comfy 1 bdr flat w/ office by the beach",45497903,Judy,,Joppa,55.95057,-3.10662,Entire home/apt,100,28,11,2022-09-30,0.27,4,45,3,
19329759,Double Room in Edinburgh City Centre,53339107,Jill,,Merchiston and Greenhill,55.93726,-3.21588,Private room,132,1,177,2022-10-31,2.65,2,88,37,
19343592,Large room with En-suite  - Ideal for Longer Stays,101731795,Mike,,"Blackford, West Mains and Mayfield Road",55.92866,-3.16954,Private room,37,5,334,2022-12-10,5.10,7,11,17,
19344210,Bright and Spacious Traditional City Centre Flat,135530827,Lucia,,"Canongate, Southside and Dumbiedykes",55.94405,-3.18364,Entire home/apt,104,2,26,2022-06-28,0.40,1,6,1,
19345451,Stylish and Comfortable Morningside Apartment,30761686,Susie & Ian,,Morningside,55.92857,-3.20569,Entire home/apt,80,3,198,2021-12-04,2.98,1,0,0,
19358429,Stunning apartment off Royal Mile (Free parking),127578663,Eddie,,"Canongate, Southside and Dumbiedykes",55.95131,-3.17707,Entire home/apt,108,2,320,2022-12-15,4.80,1,77,89,
19359896,Light airy spacious double room in Bruntsfield!,135684745,Sue,,Bruntsfield,55.93668,-3.20924,Private room,62,3,92,2022-12-04,1.41,2,84,4,
19361032,Fab double bedroom and log fire lounge,134945538,Susan,,Bonaly and The Pentlands,55.89531,-3.31014,Private room,100,1,44,2022-10-30,0.66,2,2,6,
19382479,Lovely Waterfront Apartment on The Shore,13573316,Nadia,,The Shore and Constitution Street,55.97549,-3.16978,Entire home/apt,130,3,54,2022-11-17,0.82,1,220,7,
19385176,Lovely Cosy Character Flat in Edinburgh,41126802,Gareth,,Gorgie West,55.93825,-3.23624,Private room,38,2,106,2022-07-10,1.59,2,0,2,
19402113,Outstanding room in the heart of Edinburgh.,22016157,Mark,,New Town East and Gayfield,55.95824,-3.18767,Private room,79,1,394,2022-12-11,6.02,1,336,77,
19413742,Stunning 3 Bedroom apartment in historic location!,42443490,Fiona,,New Town West,55.954,-3.20769,Entire home/apt,300,3,136,2021-09-12,2.09,1,0,0,
19419835,"City Centre ,5*Ground Floor, near grass market",3008499,Rebecca,,Tollcross,55.94504,-3.20171,Entire home/apt,106,1,368,2022-12-11,5.64,67,304,80,
19429013,Central cosy double bedroom with Castle views,136209413,Rui,,Tollcross,55.94746,-3.20301,Private room,40,2,3,2022-08-28,0.60,1,0,3,
19430297,爱的小屋,67583199,Vivian,,"Canongate, Southside and Dumbiedykes",55.94396,-3.18126,Private room,118,2,0,,,1,0,0,
19435822,"Very central double room, perfect for the festival",79464621,Robert,,Marchmont East and Sciennes,55.93903,-3.1837,Private room,49,1,374,2022-12-13,5.65,1,115,90,
19441754,"York Place, city centre, Apartment with  Parking",45280934,Maureen,,"Old Town, Princes Street and Leith Street",55.95649,-3.19251,Entire home/apt,326,1,325,2022-12-15,4.87,3,218,71,
19447187,Superior Two Bedroom Morningside Apartment,98818014,Vimal,,Merchiston and Greenhill,55.93042,-3.20842,Entire home/apt,90,4,12,2022-07-02,0.18,1,96,1,
19451342,"Big and Spacious, Stockbridge Edinburgh",136392469,Christiana,,Comely Bank,55.95649,-3.21752,Private room,65,2,84,2022-12-08,1.29,1,141,44,
19476166,Comfortable 2 Bed in Modern Apartment Block,69776996,Daniel,,Gilmerton South and the Murrays,55.90195,-3.13746,Private room,50,30,2,2017-11-15,0.03,1,365,0,
19479513,"Brand New Flat -Parking, 2 bedrooms & 2 bathrooms",11362736,Sonia,,New Town East and Gayfield,55.96141,-3.18633,Entire home/apt,103,1,120,2022-11-28,1.83,16,287,53,
